Wallet,Total Profit,Total PnL,Buys,Sells,Buy,Sell
EPQszHc25DtDjjMRJ132JdDxPd3b4XYVnEswWMeWBkbu,119438.71020208683,25.693466770357524,10,54,4648.602357541058,-109724.41217416036
DW5gGtQw6ybxAqEoAtSkskH1dPnYtzehJSjJFEn25TjQ,88797.64167192973,1.3064247325350498,64,100,67969.96371893732,-156767.60538985042
HLgN96NjtJ8KdycXqJ3vk6uW3dYCAxw3B7vDWNTRd5ie,84715.42797008068,9.46044225871373,10,28,8954.700599969503,-93670.12856946723
2M4mxdyofbN4PKoLKfqajip3wqFG4Cdd2rY9A5QosSWr,118384.57858826051,27.218806046569394,5,5,4349.36706576009,-81889.82066764946
3evUNDA5zwqLxE8SJXnaVk88RPyHbv5mg1kQPs8B7LPs,76347.32424935098,2.3453869104705896,3,4,32552.12345072408,-108899.4477251381
7fFCzx2isHB6rdG3u4HsGFjDQWSZH3kj9fcUmSkSd2Xg,76142.0878786282,2.0856698229386175,19,18,36507.25874306765,-112649.34662228923
BnrXx5Ad8LQhfapA55apgcSBsurmhvvw45DTaDjdmMkg,74952.88945104115,0.5380621912478447,38,53,139301.53552921914,-214254.42498431282
E9cnYgPfwbDmd5qXs4r3h3g9gWERRrz2cgJ9AbPoiucR,60933.369858581005,9.663557625229704,4,20,6305.480054208568,-67238.84991215549
DpcbGFwPocN1BQzxJRGwRPxMizUpN5WCpy4hNoqwNsSu,52702.35831049905,56.32528943931478,10,27,935.6784285552744,-53624.67586828959
2M33ZjP6rRoKnjU16bwi5SBLpaqwVyESKDw54G7secrJ,50180.430338407285,11.136851795804535,7,58,4505.800315786838,-50951.58075612742
8ARBpGvHUszvnPWv4p3ZeDLAHMowkn6iaLviMePaNzvT,49261.57117011394,0.9182042298916605,12,8,53649.90659640758,-102911.4777718545
6kXjagd3t9hPi62dJQbYg48TdZT2Y3EdWZg9j3ydf54n,46349.60899494374,11.008779557035211,6,51,4210.240449889271,-50023.7201268098
AZiMyv9Ky6oTdNGz7SpJwU1FQjq8GNruqpuufhCGQZWa,46215.483805861186,3.929069721409769,11,45,11762.449404761097,-57977.93320981084
BGcuoQQ84UvDknYtqDKv46HxciXjMjn3pQG3pzuFJgXm,45445.161261438436,29.04033351441758,1,10,1564.898049083231,-47010.05931458813
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP,44393.7104820183,3.0766101153867185,4,20,14429.42355938987,-56058.18003276502
3bgabZ8p7jYRioeLCnX8mdQsPZM1uPctoStL8XgeRanM,43369.08404445951,5.103292218237413,12,18,8498.256064873829,-51350.37267873058
EDn7k4ENFmGQzEgjZYTctsDNV5FwT978HjbkQuByUzPY,43150.441176631684,0.7232368093129623,16,25,59662.94942540657,-102928.36808478799
ANL4fjXe3bvzsLuDkDDM4jX8D4cTrihY5VvP1jRisUKU,43377.76347294145,5.092225155280482,45,24,8518.429988893959,-50200.11010270566
2oY1iHeXh7Naogygamjyus1psFSx1biTqwvXQPXSTjhx,39909.54529907557,3.441639338866634,4,8,11596.085867677866,-51505.63117373409
FxSuDZSxfouRxKH8LqGUHaecvQTrUNUvh9hk3HRAXiGa,42098.24154757986,3.7366255695855752,4,261,11266.379454832273,-49337.96166574873
4nA76BgFgtZfV48Gm6G5Ny2avtNVyy54Wv9Z6K1skbAw,39495.072377902994,4.013202493086079,17,329,9841.285717813857,-49336.35810088391
HdirCgkUf4uRaMX75om71NHu5CMV9rNkZhfWbwPxHmmN,39758.997302516116,12.683208409314421,5,13,3134.774421377284,-38863.10265133323
FjL6tYBGtWF5zSK5pYpHu8cJzVoo6igX2j8QwPXF2F1V,38186.5832665942,0.772011970483466,14,24,49463.719121712806,-87600.83867135136
6MyPAg7CBDXJ6MW1odLEv1C7PbKmwi2BTvF1pA9d8Svj,37870.759838693804,0.7720620514015071,11,16,49051.445761319126,-86878.43193397112
66n11Dybtd2pCgBdy1dATELs5sNJQopX1pxS5JQ5XFZw,35222.913196985886,1.2789702704820363,20,4,27540.056254560615,-62762.9694548141
7hjY2vY8xzwbodeBcLWnyV3LXNUSRydBAFGq2d8gYZgt,34960.378828306406,7.029970729955539,3,27,4973.0475660924285,-39933.4263935305
6vdXD7uu4zBXMjWecqMPWGsy5H7dSQXSYJS4gNqGbvTt,33470.96769055504,4.073800086558443,4,25,8216.15370891491,-41687.12139872999
ExAFf6xxvU5jDHHtLKorVCBWhJhTS34Vdh37xpUuUfpC,32486.05985658787,63.83721260054079,5,113,508.8890716433423,-32994.94892821669
2HqPaB7uVdyrRdbrryPQVPrkCDFxFkChUPSD7M1TiYWP,32343.804927799978,0.7396379231716751,14,37,43729.24090899103,-76073.04583751726
4EsDP2YwBdwWzDTynwpu74ZmQPf2AZD8aZuvJdi2Yr47,32116.94043802971,10.955686188449382,22,24,2931.531616147486,-34274.51160283973
8kf4xKtrYQpZzXkkqndWbueXLQr84mEgj2f1FKyt37EM,30900.735722822657,31.466359167523414,4,8,982.0245030036859,-31703.309343342225
DJt5Qs2AeqBu7atLBh3EFPwADwYLPMvDJiJvbHfYBuP4,30063.321191731597,38.67908520657689,8,31,777.2500572640148,-30840.571248958524
FmRGqwoNfFsCz8T1C4aqHVFmpwD7fKBsLYfipvVCQQ4,29216.78924496252,5.5558572275634415,3,15,5258.736509644928,-34475.525756872594
32pxiAUZN8Ux6qcZfnPjp3dfJfsk9ikXLMP7SVa1Erqf,28454.39960013821,5.311193588456943,5,7,5357.439740471792,-33811.83933998952
6GikH2rrEAmvUuqumQCTvTvuNEgi2JyfcGFuHfvuuZjU,26721.320108864493,2.5272885479718634,7,47,10573.118028136605,-35259.372084031704
BWwJyMBvWLtMGVuELi9zBriNXvgdN5WZu93sujC4RZjb,25943.753486264326,50.911814535785744,1,3,509.58218093029365,-26453.335667194617
6jzqkFQV9UvD9tRMwWMFUbngJbB9fSrnGyHSpPjU3YpU,25340.605589778675,2.129742166236235,10,22,11898.438220135165,-37239.04380737132
F5jWYuiDLTiaLYa54D88YbpXgEsA6NKHzWy4SN4bMYjt,24938.2403838467,1.7994135210960462,14,46,13859.093583256223,-50862.64765480132
3x7RiSVk9zTSP7qi2hmPqTLLvQzm823DeHytHHYpZAE8,33468.60827754981,103.88014400093573,3,28,322.18484677156715,-23576.480479272177
Fj7sRd1dUmiXEVdZq8hhyA7uQKnTUKZZXPpVGYi2tAri,23146.436182533274,1.3782105658251191,12,4,16794.557200826395,-39940.99338248448
EjaMRoxyHFSLdMtRtXLtinT96mTHhEdp9jubVubwWtxr,22909.13166259683,0.6560216759391002,14,23,34921.30291244146,-57830.43457901005
Cr1n5ZTc1W42zxHQ2LEAHUyvKPrm3ABAHKmFABMh9bKT,22634.920780553643,0.9573409259214879,14,22,23643.531961998193,-46278.45274082324
2RracX3gnwuStLxp9zsNev3K6Y562AGEPRt47upzsP8K,20521.781153834745,0.9367772678047669,3,6,21906.7881545901,-42428.569308424856
DDVTpko3EFbi1XZC5FcqKa3hF8a7rLmNaPujBXsQgQuz,29148.35553118928,97.93039605290518,6,12,297.6435989847564,-19602.12785628534
9z8hRavuHYpCwXi2sZv1Z13pBsrzNW5YPtaxy5p59FrJ,19235.92738946479,1.6960981158222914,2,4,11341.282211223346,-30577.20960973471
YvEsBWpHK5PJ6Q8m4YrocwKeWys1NG67pbgi73UPnuX,18959.53591873822,2.417970507037289,3,36,7841.094779096011,-26800.630698208468
J84pvUHUXAiw2EXtqhTvXKZFWKhEQa69dUJbfmLiH8ZG,18715.90150664153,4.722614913161651,3,11,3963.0378192558974,-22676.588506310254
Dn7NtVTKojUZ8fehX3RmBN2TRgEH6QAmCVR9Ms5P2334,18579.470892387086,1.355156106897838,12,24,13710.20711032205,-32289.67800207915
dXmeHg6BCFQjSqqSNCCfpA8apqWAekxVDuJzNA1GgVu,17939.688990647734,177.62579836980845,2,7,100.99709138701888,-18040.686082600052
CA5HQvpSWZ75yNyvheoxBCAyC7sC3uJzNxGcgTLSbQxp,16377.822193890875,0.5937887065222341,10,4,27581.902474727543,-43959.724663963585
ERjCjBRinnL5zGgURC2DneErtqzojV7oNHhqiGnHcXW1,16367.282277463433,0.2781774146515593,17,14,58837.56701802997,-29055.373755326546
CqnSohNRVbNvmV24AVVkgFxVMv8B83meAL4V9gG21YkG,16713.745793409533,65.38787531906576,4,113,255.6092503671877,-16275.227599803364
