Wallet,Total Profit,Total PnL,Buys,Sells,Buy,Sell
7h4MRS8ESTq79Zb8mnk89c7mvb9Ds8YSYsXazzMLxYEj,39584.0908576874,5.647353499509654,2,11,7009.316994433657,-35402.511977307964
2tx6ZQKMQELjSe2np91YWbJchpfn4ds2LPtePVCNAUrb,29017.99636848215,1.5766762613533094,10,10,18404.53686007495,-47422.53322711785
AfScme9GFeUpiMjzGYJhshzrW8nS17XaS2sufEtFWPQp,28778.210863801825,0.4725129407848642,45,43,60904.59832909546,-89682.80919536593
BdcUXiqQGrXTDhLaTS1pWzFc3K27une7rwxdMmUqghw6,42436.77236950681,2.4170067478951784,27,22,17557.57298007644,-40747.49699660446
CGyEtQ6262FzqSiqU46szF3yV8cuTBov1qWcMPsnhXg9,27650.686676121088,1.2358645297313793,9,14,22373.557951477975,-50024.24463106813
7ZkMMcPYucAvVJ7CQznTxcCJcjoHawfFhTeKAETLGPf1,27428.068262088374,0.303045483221828,50,39,90508.09129536223,-110968.93311975687
6zuNa7tDktFVSUFsHfgCp7buBbm6q4GbxzDdcWrtkPZL,27420.79158473127,4.624816524457164,3,5,5929.055010014646,-33349.84659730487
KURTaJozcRKW8EPVfRpezYCzBNnapsxVcfG3CtfRvv3,31662.52979921952,1.7296432931574375,49,47,18305.814802669545,-33874.95173379349
FARYCuKFMLLUXztFZjbFwpaH8SNijAEwEbXgsRgXedP3,27131.54306985117,1.0925642284989978,16,12,24832.904429907445,-51964.44749379621
CCbvooSKeFBgCuff8gyjJatdqbqVf2pu2eSL2fup8j2F,27068.28388360748,1.0677464536703556,62,61,25350.853463910684,-52419.13737431331
